index,name,year,hardware,related_game,is_link,id,thumbnail_url
21,"Mario Kart 8",2014,"Wii U","Mario Kart 64|Super Mario Kart|瑪利歐賽車7",True,"626ceffe-a7cd-4f9a-9ce5-91c02bd65c65","https://image-assets.m.nintendo.com/2be85e58-b64a-4418-9671-433e958993d0"
22,"瑪利歐賽車8 豪華版",2017,"Nintendo Switch","Mario Kart 64|Super Mario Kart|瑪利歐賽車7",False,"32516e30-667c-4c14-ac1f-fbae00910d86","https://image-assets.m.nintendo.com/9c33162c-d545-407b-ac85-3b614f62c6df"
23,"超級瑪利歐 奧德賽",2017,"Nintendo Switch","New Super Mario Bros.|New 超級瑪利歐兄弟U 豪華版|Super Mario 64|Super Mario Bros.|Super Mario Bros. 2|Super Mario Bros. 3|Super Mario Galaxy|Super Mario Galaxy 2|Super Mario Land|Super Mario World|超級瑪利歐兄弟 驚奇",False,"4ac191a0-883d-47e5-8818-4d6c95f4f7b1","https://image-assets.m.nintendo.com/6a47e017-c6c8-4cd5-8f6c-7affc4e023c3"
24,"星之卡比 新星同盟",2018,"Nintendo Switch","Kirby's Dream Land|卡比的美食節|星之卡比 探索發現",False,"b9dbd022-9881-4d77-a7af-d0972cd87c51","https://image-assets.m.nintendo.com/56bacfa4-cf87-4dab-94fb-a1e901129f0d"
25,"集合啦！動物森友會",2020,"Nintendo Switch","Animal Crossing: New Leaf",False,"76360835-b0c6-4828-846b-efd514d01127","https://image-assets.m.nintendo.com/6c2c50f7-0942-44d9-b035-f1ff64e2a65d"
26,"斯普拉遁 3",2022,"Nintendo Switch","Splatoon|Splatoon 2",False,"5bd86aee-7a21-4aac-a894-bb3f98d0cc91","https://image-assets.m.nintendo.com/673282c9-6b96-4eac-a990-40a69fcf16a4"
27,"寶可夢 朱／紫",2022,"Nintendo Switch","寶可夢 劍／盾|寶可夢傳說 阿爾宙斯",False,"ecb10bab-6cf6-4f72-8c0d-a2bdabaf740a","https://image-assets.m.nintendo.com/bf91803e-fe31-415f-99c7-ae9110a178d6"
28,"皮克敏４",2023,"Nintendo Switch","",False,"4da252fa-2706-49f2-a21b-fb8443d2584a","https://image-assets.m.nintendo.com/caaceaab-1140-4430-8f54-706cba7e388d"
29,"超級瑪利歐兄弟 驚奇",2023,"Nintendo Switch","New Super Mario Bros.|New 超級瑪利歐兄弟U 豪華版|Super Mario 64|Super Mario Bros.|Super Mario Bros. 2|Super Mario Bros. 3|Super Mario Galaxy|Super Mario Galaxy 2|Super Mario Land|Super Mario World|超級瑪利歐 奧德賽",False,"e55a92d6-12f2-4011-8312-e7b38e2a3c7f","https://image-assets.m.nintendo.com/b3972463-9169-4c1e-9183-305b159d1609"
30,"Donkey Kong Country 2: Diddy's Kong-Quest",1995,"Super Nintendo Entertainment System","Donkey Kong Country|Donkey Kong Country 3: Dixie Kong's Double Trouble!",False,"8c4d990d-6e83-4ba6-9ff5-f8da1792e6cf","https://image-assets.m.nintendo.com/696905a5-d86f-452a-90ae-73c4c5a2062d"
31,"Wii Sports",2006,"Wii","",False,"f137bc44-6ce6-4890-88fe-b6197e07d5a2","https://image-assets.m.nintendo.com/7a480745-3e90-43dd-9ee2-86a92039b2f1"
32,"F-Zero X",1998,"Nintendo 64","F-ZERO",False,"cc83236d-5e11-40ba-b2cd-2769ffb41f02","https://image-assets.m.nintendo.com/e0473a8c-9409-46c3-8eed-152dde6e3848"
33,"Brain Age: Train Your Brain in Minutes a Day!",2005,"Nintendo DS","",False,"1324151b-3f15-47c5-bb66-77ee58616670","https://image-assets.m.nintendo.com/140569bd-b1aa-4be4-a16c-c214e9f34319"
34,"Splatoon 2",2017,"Nintendo Switch","Splatoon|斯普拉遁 3",False,"f3a39d36-519f-4839-87d3-ec70c0298b6a","https://image-assets.m.nintendo.com/2cdd6eab-f6e3-4c2d-9d0f-aaea5edb3303"
35,"Wave Race 64",1996,"Nintendo 64","",False,"cfb89933-b2cc-4a73-a9a8-8c8b39c05ae1","https://image-assets.m.nintendo.com/ecfab1df-7995-4846-9f0e-17877ed5a7c6"
36,"薩爾達傳說 禦天之劍 HD",2021,"Nintendo Switch","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda (NES)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息|薩爾達傳說 王國之淚",True,"50737c2d-12e6-4584-b86c-529370abae35","https://image-assets.m.nintendo.com/7dc90228-fd53-4c16-b1e8-ac1ebe049ad6"
37,"The Legend of Zelda: Skyward Sword",2011,"Wii","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda (NES)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息|薩爾達傳說 王國之淚",False,"fd8e771f-dd0f-4835-986d-21cc9ebcce57","https://image-assets.m.nintendo.com/ce9a830e-23d4-4b1f-8130-d31aaa33778a"
38,"Super Mario 64",1996,"Nintendo 64","New Super Mario Bros.|New 超級瑪利歐兄弟U 豪華版|Super Mario Bros.|Super Mario Bros. 2|Super Mario Bros. 3|Super Mario Galaxy|Super Mario Galaxy 2|Super Mario Land|Super Mario World|超級瑪利歐 奧德賽|超級瑪利歐兄弟 驚奇",False,"a798b57d-a6d2-4e38-a507-af0b7a79711e","https://image-assets.m.nintendo.com/adb2e89b-3339-453a-96a7-36c75311c216"
39,"Donkey Kong Country 3: Dixie Kong's Double Trouble!",1996,"Super Nintendo Entertainment System","Donkey Kong Country|Donkey Kong Country 2: Diddy's Kong-Quest",False,"635ebbcf-0a05-40e7-b61b-9d505992f7bf","https://image-assets.m.nintendo.com/5f44e4e2-9082-4f06-9c7f-3ee82671635e"
40,"The Legend of Zelda: The Wind Waker",2002,"Nintendo GameCube","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda (NES)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Skyward Sword|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息|薩爾達傳說 王國之淚",False,"8dde3e5c-ee99-4fe4-81e0-12def3a17c01","https://image-assets.m.nintendo.com/e4c3e3b1-8bde-4438-affe-eb3c3768c8db"
41,"Super Mario Kart",1992,"Super Nintendo Entertainment System","Mario Kart 64|瑪利歐賽車7|瑪利歐賽車8 豪華版",False,"5697264d-4c24-4b3c-b5ab-6df55e97c15f","https://image-assets.m.nintendo.com/22d33cfb-1dd8-426e-a32f-544d0f5f82ae"
42,"寶可夢傳說 阿爾宙斯",2022,"Nintendo Switch","寶可夢 劍／盾|寶可夢 朱／紫",False,"ff64323c-18b3-4cbd-b78e-0d1d3c7b5da7","https://image-assets.m.nintendo.com/476f4efc-e098-4998-b5f5-2c2221911e8c"
43,"Super Mario World",1990,"Super Nintendo Entertainment System","New Super Mario Bros.|New 超級瑪利歐兄弟U 豪華版|Super Mario 64|Super Mario Bros.|Super Mario Bros. 2|Super Mario Bros. 3|Super Mario Galaxy|Super Mario Galaxy 2|Super Mario Land|超級瑪利歐 奧德賽|超級瑪利歐兄弟 驚奇",False,"1affab73-5947-4942-8865-837f84b49570","https://image-assets.m.nintendo.com/c2a9a62e-8e5c-4989-9b78-6df3840b388a"
44,"Golden Sun",2001,"Game Boy Advance","Golden Sun: The Lost Age",False,"e302d510-390e-4e31-a73e-6f5fef6fcb2d","https://image-assets.m.nintendo.com/869098a6-6997-4695-9684-21797027da30"
45,"瞬間交錯Mii廣場",2011,"Nintendo 3DS","",False,"e3fc8a8d-93d1-46e0-8996-f2869b63c52b","https://image-assets.m.nintendo.com/a145941f-bee4-4d3d-9522-3d15ba6f29ef"
46,"Super Mario Bros. 2",1988,"Nintendo Entertainment System","New Super Mario Bros.|New 超級瑪利歐兄弟U 豪華版|Super Mario 64|Super Mario Bros.|Super Mario Bros. 3|Super Mario Galaxy|Super Mario Galaxy 2|Super Mario Land|Super Mario World|超級瑪利歐 奧德賽|超級瑪利歐兄弟 驚奇",False,"39ef12b8-5128-4e7c-95b3-e12f22274e51","https://image-assets.m.nintendo.com/23f19285-4879-42ca-9c71-273d170439d7"
47,"The Legend of Zelda: A Link to the Past",1991,"Super Nintendo Entertainment System","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda (NES)|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Skyward Sword|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息|薩爾達傳說 王國之淚",False,"2e710695-0ea6-425b-b0b5-d49012e7c1a4","https://image-assets.m.nintendo.com/1bf961b5-69b8-4328-a7a2-22ec575d7b00"
48,"Super Mario Bros. 3",1988,"Nintendo Entertainment System","New Super Mario Bros.|New 超級瑪利歐兄弟U 豪華版|Super Mario 64|Super Mario Bros.|Super Mario Bros. 2|Super Mario Galaxy|Super Mario Galaxy 2|Super Mario Land|Super Mario World|超級瑪利歐 奧德賽|超級瑪利歐兄弟 驚奇",False,"776a9a5d-6705-461f-b126-3312184b7596","https://image-assets.m.nintendo.com/47923580-aa79-48e4-8119-da9e032daed1"
49,"Tetris® (NES)",1989,"Nintendo Entertainment System","Tetris® (Game Boy)",False,"fd836877-c32e-4898-802d-81c0beefae99","https://image-assets.m.nintendo.com/f8625ec9-e5ad-4624-9ea9-2aa30948e00e"
50,"Dr. Mario (NES)",1990,"Nintendo Entertainment System","Dr. Mario (Game Boy)",False,"8b8f87d1-4a54-4ab1-a644-e82aaae5e8a8","https://image-assets.m.nintendo.com/d18daf00-8889-415d-81d1-7fc2dc48828a"
51,"Tetris® (Game Boy)",1989,"Game Boy","Tetris® (NES)",False,"7770d07d-98d7-4d79-b821-85c466040938","https://image-assets.m.nintendo.com/f5a5a841-e160-44ad-bff9-fbfa186b1dfd"
52,"星之卡比 探索發現",2022,"Nintendo Switch","Kirby's Dream Land|卡比的美食節|星之卡比 新星同盟",False,"ba7a0098-9118-4a35-b52b-44b6a9cbfb14","https://image-assets.m.nintendo.com/50e9469b-ec52-416c-bdb2-8397f754cb16"
53,"F-ZERO",1990,"Super Nintendo Entertainment System","F-Zero X",False,"e534827d-d045-4a0d-b5c1-b95bd31d514e","https://image-assets.m.nintendo.com/819e2aa9-9d6d-4b9e-a2b8-170441dd441e"
54,"Luigi's Mansion",2018,"Nintendo 3DS","",True,"6f155eed-5512-4506-8ce7-b82e880e40e3","https://image-assets.m.nintendo.com/d413204b-ecfd-492a-a25a-861f97f43619"
55,"Luigi's Mansion",2001,"Nintendo GameCube","",False,"8baa4c28-2ad7-4628-9526-0cd2504ad69a","https://image-assets.m.nintendo.com/3ab13dae-2c89-40c8-8d4c-becfa58458bb"
56,"The Legend of Zelda (Famicom Disk System)",1986,"Nintendo Entertainment System","The Legend of Zelda (NES)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Skyward Sword|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息|薩爾達傳說 王國之淚",False,"69246a8b-5be0-4e28-a994-0bcf28c1aa57","https://image-assets.m.nintendo.com/c3279831-a3f6-416d-8ab1-60ce8d80c4ca"
57,"The Legend of Zelda (NES)",1987,"Nintendo Entertainment System","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Skyward Sword|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息|薩爾達傳說 王國之淚",False,"c85ce588-41ef-47f9-a208-1693a8b27a29","https://image-assets.m.nintendo.com/740301d1-42e1-4355-b39e-7ae1cab8d322"
58,"Fire Emblem Engage",2023,"Nintendo Switch","Fire Emblem Awakening|Fire Emblem: Path of Radiance|Fire Emblem: The Blazing Blade",False,"8cf45f75-a7d1-4302-985a-580544b5b402","https://image-assets.m.nintendo.com/cc51e102-e37d-49a8-90bb-1d10ab364842"
59,"瑪利歐賽車7",2011,"Nintendo 3DS","Mario Kart 64|Super Mario Kart|瑪利歐賽車8 豪華版",False,"1daeee9a-cbbe-49f8-9ef4-b3adae6033a2","https://image-assets.m.nintendo.com/21276297-eb0b-4935-98b6-afb145fa46d1"
60,"寶可夢 劍／盾",2019,"Nintendo Switch","寶可夢 朱／紫|寶可夢傳說 阿爾宙斯",False,"6e5e1419-bf85-49fe-9287-1dc87e9daa6b","https://image-assets.m.nintendo.com/44ff4f2b-93cc-4a6d-86ea-aa8bbfe11363"
61,"Kid Icarus (Famicom Disk System)",1986,"Nintendo Entertainment System","Kid Icarus (NES)",False,"e841b8c7-6934-48ef-90bf-cb38d6c37eb6","https://image-assets.m.nintendo.com/e00db85f-65be-4e9a-8b01-972f1594850f"
62,"Kid Icarus (NES)",1987,"Nintendo Entertainment System","Kid Icarus (Famicom Disk System)",False,"6ae77b03-e589-430c-ae59-c695fee12d38","https://image-assets.m.nintendo.com/b8256cb5-4650-44ce-b07e-f77a9056766a"
63,"Splatoon",2015,"Wii U","Splatoon 2|斯普拉遁 3",False,"6338c15d-3f36-47f0-aa47-e46d69ff50f5","https://image-assets.m.nintendo.com/eee50504-5db6-49b7-a084-5f84b7e0cab3"
64,"薩爾達傳說 王國之淚 Nintendo Switch 2 Edition",2025,"Nintendo Switch 2","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda (NES)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Skyward Sword|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息",True,"ad13450a-4e33-42ab-a5e0-c1ffabdf2a50","https://image-assets.m.nintendo.com/e3e53e83-148c-4406-a259-e6a30078942b"
65,"薩爾達傳說 王國之淚",2023,"Nintendo Switch","The Legend of Zelda (Famicom Disk System)|The Legend of Zelda (NES)|The Legend of Zelda: A Link to the Past|The Legend of Zelda: Ocarina of Time|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Skyward Sword|The Legend of Zelda: The Wind Waker|Zelda II - The Adventure of Link (Famicom Disk System)|Zelda II - The Adventure of Link (NES)|薩爾達傳說 時之笛 3D|薩爾達傳說 曠野之息",False,"545c9528-07f7-42d5-b89e-89e71b12aaa5","https://image-assets.m.nintendo.com/4f39fa6a-758e-480f-ad85-5f6293d8ca9c"
