index,name,duration,is_loop,is_best,playlist,playlist_other,id,thumbnail_url
1,"Wii Menu Start-Up",2857,False,True,"","","c4849668-c57f-482a-9ec6-895e2ead4451","https://image-assets.m.nintendo.com/7dbe7698-64c4-4c4a-8ba7-2a1fd5175507"
2,"Wii Menu",242636,True,True,"","Good Night","2528a95b-30a7-4750-9347-e5608b853ed6","https://image-assets.m.nintendo.com/87c87c5f-6eac-445c-a8d7-a2f7d10e32bd"
3,"Launch Screen (Mii Channel)",5524,False,False,"Mii Channel","","1f007c91-341d-4975-b0a3-6b75875a8533","https://image-assets.m.nintendo.com/406da18a-8f11-40e3-886c-958a6a003619"
4,"Mii Plaza (Mii Channel)",120287,True,True,"Mii Channel","Break Time","07abf31e-8db1-4c44-95cf-a0f510cffb36","https://image-assets.m.nintendo.com/a621ae8f-d401-4f40-b464-828500f76d7f"
5,"Making a Mii (Mii Channel)",120284,True,False,"Mii Channel","","58795c8b-da8c-4a41-9ae9-5ad778e021f5","https://image-assets.m.nintendo.com/e47e0f8f-af55-42aa-97e2-f552aa821381"
6,"Mii Parade: Walking (Mii Channel)",120288,True,True,"Mii Channel","","9ab2c598-788c-439a-8ffe-d8e21a57827b","https://image-assets.m.nintendo.com/b807e392-3e5c-4fe7-810b-2afa2f6527f8"
7,"Mii Parade: Running (Mii Channel)",111795,True,False,"Mii Channel","","6bffe087-523c-4d08-b1d1-9419020ca3f7","https://image-assets.m.nintendo.com/f18e2e61-0c1b-42e2-9658-59996955b64a"
8,"Launch Screen: Photo Channel",4021,False,False,"Photo Channel","","e8a9349c-51f4-4540-9043-73a87e61729d","https://image-assets.m.nintendo.com/862a03f4-dbc0-4c45-8328-5d3705816a77"
9,"Selecting Photos (Photo Channel)",43822,True,True,"Photo Channel","","73d9b3ba-d1e5-4458-9e50-8afd950690a7","https://image-assets.m.nintendo.com/49c3dd4f-851a-4132-b897-bce0bb09525d"
10,"Digital Camera / Cell Phone (Photo Channel)",154989,True,True,"Photo Channel","","06ed31b1-308f-4292-82d2-bdd3f15ef880","https://image-assets.m.nintendo.com/2ae72d38-20d9-44be-8ab3-f192f5c36829"
11,"View Wii Message Board Photos (Photo Channel)",138657,True,True,"Photo Channel","","df5e6209-86ed-42bc-a513-edaccdb18c79","https://image-assets.m.nintendo.com/0dafc477-39d6-477f-b4e3-ac73439a301a"
12,"Slide Show: Calm (Photo Channel)",164565,False,False,"Photo Channel","","165c04d2-8768-4d0c-8758-47e5229301a9","https://image-assets.m.nintendo.com/13577348-6b51-4b6b-982f-8a8ac16a4846"
13,"Slide Show: Fun (Photo Channel)",198970,True,False,"Photo Channel","","b5d5f169-ac04-4dcf-8845-19ff53ef0a0f","https://image-assets.m.nintendo.com/6e9aff5e-ca4b-4ce4-88ef-595832a110f9"
14,"Slide Show: Bright (Photo Channel)",206176,True,False,"Photo Channel","Powering Up","bb443860-3ec4-4ef8-b716-9e57adf3f592","https://image-assets.m.nintendo.com/87b39b47-3761-4ce9-bdde-818576750807"
15,"Slide Show: Nostalgic (Photo Channel)",180032,True,False,"Photo Channel","Break Time","b682934f-e6d8-4eea-913f-57264b93369b","https://image-assets.m.nintendo.com/41245d5f-fcc4-44f0-8db9-6a415eb3f854"
16,"Slide Show: Beautiful (Photo Channel)",204876,True,False,"Photo Channel","","ce650108-866f-45ae-956c-2f026cace234","https://image-assets.m.nintendo.com/e679daa2-350d-4e24-a435-67974d5baee2"
17,"Slide Show: Scenic (Photo Channel)",352320,True,False,"Photo Channel","","05e7ca1b-870a-47ef-8faf-b8c65f4c429a","https://image-assets.m.nintendo.com/2fb07160-a939-448a-b19e-a4d3901d1423"
18,"Doodle (Photo Channel)",250876,True,False,"Photo Channel","","8d2c510d-9ae5-4927-a07b-283de74331ca","https://image-assets.m.nintendo.com/0e931628-6915-4ed0-b418-ff9fc8bb549b"
19,"Puzzle Menu (Photo Channel)",134091,True,False,"Photo Channel","Walking","ccca92cf-2d56-48d5-a718-a3568ed17b53","https://image-assets.m.nintendo.com/04de7b2c-75a8-4b7d-b311-3f7caa3aa284"
20,"Puzzle: First Time Playing (Photo Channel)",51947,True,False,"Photo Channel","","aa5593af-944d-487e-80a2-e9c642ea6f16","https://image-assets.m.nintendo.com/c2fa9e2c-7952-4c62-b53b-f2142870abac"
21,"Puzzle: First Time Clear (Photo Channel)",2696,False,False,"Photo Channel","","5320bd12-601e-4da3-82fe-dd5612fe3b35","https://image-assets.m.nintendo.com/7f51b66c-f7c2-4c06-95d7-86470c1602a2"
22,"Puzzle (Photo Channel)",166889,True,False,"Photo Channel","","58cdd28f-ab4d-403c-823f-de935f6cf918","https://image-assets.m.nintendo.com/d3c42bd2-bcc5-44ef-807a-5163ee92f463"
