index,name,duration,isLoop,isBest,playlist,id,thumbnailURL
14,"ボウリング：トレーニング",67607,True,False,"トレーニング","03ce6ff4-dda6-4544-b994-973d29612192","https://image-assets.m.nintendo.com/4d55adf7-bcc4-4aa2-83c1-d7153fbcca8e"
15,"ゴルフ：コース選択",60060,True,True,"","889b7432-87b9-4f51-89b3-5cdf2e82acca","https://image-assets.m.nintendo.com/cdca0a81-64ff-45a9-8a4a-fab3c750d68e"
16,"ゴルフ：ホール紹介",15463,False,False,"","82ec4250-86d2-4067-81d6-f840ec85dc53","https://image-assets.m.nintendo.com/e13e2892-628d-453c-8269-5b8d299a93df"
17,"ゴルフ：リザルト",119551,True,True,"","7f947d6a-fbdf-4558-999b-81af2904c8dd","https://image-assets.m.nintendo.com/fe362835-5ea2-48cb-872c-6273e852a75a"
18,"ゴルフ：トレーニング",79844,True,False,"トレーニング","569fc477-0967-41f8-8646-7ba556807a4d","https://image-assets.m.nintendo.com/d6a48eee-1692-4022-b475-5569fb25a0aa"
19,"ボクシング：リプレイ",22552,False,False,"","e2b12c99-07f9-44cb-a2db-f7ebc13f11a4","https://image-assets.m.nintendo.com/276cc1e0-b7ae-4cc0-ab10-e9bb61ffa8ed"
20,"ボクシング：リザルト",37070,True,True,"","3a174d80-a273-4e70-b67d-6f4acf68159e","https://image-assets.m.nintendo.com/376e21b1-9d00-446d-a5a3-34b4affb1bf5"
21,"ボクシング：トレーニング",52272,True,True,"トレーニング","ec7ee0be-be79-4c7d-8044-335cabf467bb","https://image-assets.m.nintendo.com/e18869ca-22fe-4ad9-aed0-dae5a1d2895b"
22,"勝ちジングル",5394,False,False,"","ba1a09f1-339a-4221-9c2b-10c06e4062e1","https://image-assets.m.nintendo.com/ec2450f4-530c-47e5-8645-dba27f778348"
23,"負けジングル",6661,False,False,"","5f8021f4-5f27-4af0-83e5-daba9e739d56","https://image-assets.m.nintendo.com/0ebadd4c-ddca-4cf8-8387-e709173407c5"
24,"引き分けジングル",6171,False,False,"","b0c08a59-55ec-4a8c-9f47-ec9266a98860","https://image-assets.m.nintendo.com/7c1904b2-4b7c-45d5-8024-456909dccf53"
25,"トレーニング：トレーニング選択",34661,True,True,"トレーニング","eaaa8d5e-b693-4050-891a-1d88e6fc6f56","https://image-assets.m.nintendo.com/c0bda04e-da9b-4028-af6d-428a005e0979"
26,"トレーニング：リザルト",41939,True,False,"トレーニング","09b0357d-212d-4f3f-85e9-b3f6fd98e995","https://image-assets.m.nintendo.com/8fd831c0-9f4e-410c-a72d-b9e154c2daaa"
27,"トレーニング：自己ベスト！",42521,True,False,"トレーニング","69dce89d-8aad-438e-a99a-4a4a5aa549bd","https://image-assets.m.nintendo.com/51ba9f1f-7e66-4b9d-8fd3-f8b3692d0f12"
28,"トレーニング：メダルゲット！",41383,True,True,"トレーニング","118b1099-f112-4a14-b354-106233bd70cd","https://image-assets.m.nintendo.com/839a75bb-157f-48f1-84f7-70f883bb3276"
29,"体力測定：メニュー",135035,True,True,"","c46f4dbf-0651-4cf3-ad03-bc1bfa4d4876","https://image-assets.m.nintendo.com/c231386e-ec65-4c07-99ee-3aef06f21127"
30,"体力測定：リザルト",131077,True,False,"","32cbb2c6-fe85-4b1d-b268-d62cb77e539e","https://image-assets.m.nintendo.com/7a1bfb80-9163-43e7-bcaf-c0f208e51c3a"
