index,name,duration,is_loop,is_best,playlist,playlist_other,id,thumbnail_url
1,"FANFARE",14362,False,True,"","","508a9aa1-71e4-43c4-80d9-1ee3391fb2d8","https://image-assets.m.nintendo.com/36c9ad7a-7eb5-44eb-b828-da8592935450"
2,"DIXIE BEAT",98148,True,True,"","タイトル画面|元気を出して","67661af5-f14c-4f60-81de-9dffd17d73f2","https://image-assets.m.nintendo.com/d1c8baaf-9164-41fa-9098-a3219aba4d30"
3,"CRAZY CALYPSO",78712,True,False,"","","9304da10-2303-4efe-b2de-62f7b4d92c85","https://image-assets.m.nintendo.com/55a55353-571c-4516-a5b9-2ad9601695fc"
4,"NORTHERN KREMISPHERE",149888,True,True,"","","dbdc81fc-33ad-40d5-a06e-b4a50adf7902","https://image-assets.m.nintendo.com/a6849d04-7bda-4ded-8b77-35056d3f75eb"
5,"HANGIN' AT FUNKY'S",139871,True,True,"ファンキーコング","","ca4fe941-8213-42d9-8fde-45259c873adf","https://image-assets.m.nintendo.com/0d5fc416-6dbf-43fd-bb48-9313171c098c"
6,"WRINKLY'S SAVE CAVE",65829,True,False,"リンクリーコング","","f315b0a2-09db-4f99-a623-a9fae678b38b","https://image-assets.m.nintendo.com/3674b1ad-56dd-4092-a8e0-b101f6530e61"
7,"GET FIT A-GO-GO",56668,True,False,"リンクリーコング","","c9421165-786d-453a-8162-7f4f03904577","https://image-assets.m.nintendo.com/9ee4ef30-35c6-4edd-92b9-010ef4cfc833"
8,"WRINKLY 64",96556,True,False,"リンクリーコング","","b56df63a-8caf-404d-ac91-fec1450911e3","https://image-assets.m.nintendo.com/4a325e90-5f13-404c-9db0-d2e77e2d9fc5"
9,"BROTHERS BEAR",80996,True,False,"","ウォーキング","b05e749e-bb74-4422-8d9e-0fc8abed2e21","https://image-assets.m.nintendo.com/5d787b3f-386f-4558-831d-474252cd9208"
10,"SUB MAP SHUFFLE",139214,True,True,"","","b0a4b739-e215-4d9a-986a-785e281743b5","https://image-assets.m.nintendo.com/187b5617-6c54-42e6-bd51-578f1ddda2b0"
11,"SWANKY'S SIDESHOW",133235,True,False,"","ウォーキング","0dd8c64a-4254-419b-82dc-cdcf0e6f5b69","https://image-assets.m.nintendo.com/5d111196-5638-4a8b-8bc0-f85862dd5344"
12,"CRANKY'S SHOWDOWN",59331,False,False,"クランキーコング","ランニング","d63606fd-0631-4cc3-9aea-3969f49ed40e","https://image-assets.m.nintendo.com/1dc900d0-916e-45c9-8892-a63267e154f6"
13,"SHOWDOWN WIN",5651,False,False,"クランキーコング","Win!","8e130f06-af00-47bd-81e7-30e7ba07c0b2","https://image-assets.m.nintendo.com/9e767994-8520-4ab6-9e59-b9026911487c"
14,"SHOWDOWN LOSE",7604,False,False,"クランキーコング","","0eac71a2-9a34-4fa0-b95d-37029987fe82","https://image-assets.m.nintendo.com/aae76aa5-ad66-47ae-b2df-ebaa6e88743e"
15,"BONUS TIME",108051,True,True,"","スタッフロール|元気を出して","696ecc6d-4465-46c0-ad9e-b299fdfbfa07","https://image-assets.m.nintendo.com/03e6c86c-9963-42b0-8eaa-0d730a6d94af"
16,"BONUS WIN",4309,False,False,"","","37895140-e48d-4c9b-8bc6-4909f48de351","https://image-assets.m.nintendo.com/443f6ef8-2230-4ea3-974d-aea53353cff9"
17,"BONUS LOSE",4268,False,False,"","","7c084a10-b6f8-4356-a4f6-c5a435d8da19","https://image-assets.m.nintendo.com/b82361ad-9987-4821-80df-8f0d6bb9673d"
18,"STILT VILLAGE",150913,True,True,"コース","ウォーキング|冒険のはじまり","bc3caff5-a2ef-4246-af99-fc51974992e5","https://image-assets.m.nintendo.com/8455bf83-0117-498f-a908-1103a9752c03"
19,"MILL FEVER",183957,True,False,"コース","","ece27252-dfe0-4f95-b7de-347e7ac93182","https://image-assets.m.nintendo.com/de511ef3-863b-4ff7-9358-997027abad15"
20,"JANGLE BELLS",135884,True,False,"","冬に聴きたい","93b2eab0-2856-4fed-8cd9-eccdb2fe29d3","https://image-assets.m.nintendo.com/0ce31616-5c02-45c1-9e98-60ad0ebd9fa5"
21,"FROSTY FROLICS",152020,True,True,"コース","","9df934b5-387d-41d5-8777-6984c8caecde","https://image-assets.m.nintendo.com/1e16b341-3e2b-4396-8245-18b31225edbf"
