index,name,duration,isLoop,isBest,playlist,id,thumbnailURL
12,"Blitz It! / ABXY",141889,True,True,"ABXY/占地对战","05323daf-d6eb-4f5b-a76d-21ee97e77da7","https://image-assets.m.nintendo.com/547ec276-8bd9-4947-9245-88d05a90703b"
13,"Wave Prism / ABXY",142715,True,True,"ABXY/占地对战","bc7b3513-ad34-40d1-a658-abb821227820","https://image-assets.m.nintendo.com/c8987b8c-2e30-409f-9026-2c246546269f"
14,"Seasick / 禁同食",194455,True,True,"禁同食/占地对战","bd321a03-c9cf-4595-a812-35a3fa215675","https://image-assets.m.nintendo.com/1111b532-c50a-4d98-90d3-c075f9a0e911"
15,"Kinetosis / 禁同食",158473,True,True,"禁同食/占地对战","2780121f-bcef-4dee-bea9-6b66633e3810","https://image-assets.m.nintendo.com/7474ad23-0026-4d00-af09-40a2867807b9"
16,"Chopscrewey / SashiMori",159065,True,True,"占地对战/SashiMori","36f197bb-66b7-4d4b-bf47-a6a2f74211fc","https://image-assets.m.nintendo.com/0a2b0d30-80a0-453b-9f59-c0e5f6571013"
17,"Entropical / SashiMori",157558,True,True,"占地对战/SashiMori","ce240c82-e8ab-479c-95e1-e9e5a6eaaff9","https://image-assets.m.nintendo.com/171e59c1-b9b7-4816-84ab-be0b40ebc5ac"
18,"Now or Never! / Wet Floor",65276,False,True,"Wet Floor/占地对战","3b7e5813-2289-4b5c-a9ec-c1f56a0e3d11","https://image-assets.m.nintendo.com/347d8bc9-0c34-4b13-9bb5-481f4c8ab2f4"
19,"You Got Them! / Wet Floor",5386,False,False,"占地对战","953225c0-6875-47f8-8aa2-70950aabc9a3","https://image-assets.m.nintendo.com/6dddee70-14f5-4483-96c6-c2b312230f10"
20,"Turf Master / Wet Floor",73018,True,False,"Wet Floor/占地对战","b02e859c-47e5-4143-b16d-a1871910668e","https://image-assets.m.nintendo.com/1045d6ee-218c-4187-9fe3-ed2c66c86f64"
21,"They Got You! / Wet Floor",6512,False,False,"占地对战","d1e679b4-0f6b-4634-adf3-47d844fcb208","https://image-assets.m.nintendo.com/c55b0551-b459-402c-816a-198cb4f49012"
22,"Ink Another Day / Wet Floor",94590,True,False,"Wet Floor/占地对战","7bd4ef71-f689-4bc1-bbfd-f2617bc9339d","https://image-assets.m.nintendo.com/e9b38291-3978-4cb6-8c5a-abd83daa6015"
23,"Inkoming! (Cloud Edit) / Wet Floor",136616,False,False,"Wet Floor/尚兴广场","510f8802-b801-4e7a-a6a0-40b3dd094945","https://image-assets.m.nintendo.com/38a6e27b-00fb-44f9-93b8-97d023ed0d24"
24,"Slip into Inkopolis Square",44684,False,False,"尚兴广场","d020afd1-a45c-4483-aae1-2d10244cbf03","https://image-assets.m.nintendo.com/48d5bbbc-2e68-460e-b54a-b64f3ff317fa"
25,"Getting Squared Away",113205,True,False,"尚兴广场","a166d24f-aab4-40e8-a211-188a1b5ab320","https://image-assets.m.nintendo.com/0089432d-839b-4cfe-b766-979e8f1adc74"
26,"Inkopolis Square",304466,False,False,"尚兴广场","a6c8b935-cca7-4c47-b0ba-a6d54557cabc","https://image-assets.m.nintendo.com/f6503a75-8327-4fa9-aa1b-c5506f33ddab"
27,"Without a Dop Doubt",108673,True,False,"尚兴广场","829d63c1-e921-4d3c-9d38-ed3479afa151","https://image-assets.m.nintendo.com/76a5e1a4-51a0-4f41-9815-de0b2038b640"
28,"鱿乐天地",99256,True,False,"尚兴广场","da74610c-56e0-4ccc-90d2-54053f61d4a4","https://image-assets.m.nintendo.com/c87f78d5-86f0-4569-a500-ae846471ebc2"
29,"Dubble Bath (DIY Remix) / Bob Dub",106313,True,False,"Bob Dub/尚兴广场","7f37224a-d052-4a76-a63c-f2292163ca40","https://image-assets.m.nintendo.com/a57065f4-5e81-4929-b052-2534417e54cf"
30,"New You / DJ Real Sole",165294,False,False,"DJ Real Sole/尚兴广场","a96019e6-70e7-46a4-b89b-49406e448e0b","https://image-assets.m.nintendo.com/15e23b3b-29a6-4479-9fcc-009358d300a2"
31,"Happy Little Workers / 熊先生商会",113394,True,True,"鲑鱼跑/熊先生商会","59cda95e-b532-493d-9f6b-97a06e303b98","https://image-assets.m.nintendo.com/ac615a50-7c73-4074-b861-3a071276e0e8"
32,"Salmon Run Opening / 熊先生商会",13450,False,False,"鲑鱼跑/熊先生商会","8b6dfbb6-dffa-4bf4-bfff-c77778a309de","https://image-assets.m.nintendo.com/415180a8-7957-4e80-97c0-ba25989a547c"
33,"Surge & Submerge / ω-3",189227,True,False,"鲑鱼跑","9b0a519d-4649-456d-9e57-2335c585d8ea","https://image-assets.m.nintendo.com/1967e6e3-b6fd-429c-a89a-90392dc95f09"
34,"Deluge Dirge / ω-3",192409,True,True,"鲑鱼跑","4b1e2098-15a9-450e-82e6-0a3433cf62a1","https://image-assets.m.nintendo.com/a7b5c552-19bd-45c3-9aac-bda95755a580"
35,"Fishing Frenzy / ω-3",169483,True,True,"鲑鱼跑","18f6c72e-ff88-437f-b765-1b903632cf54","https://image-assets.m.nintendo.com/c1b5b93e-d102-4fc0-97ae-807bfc24b806"
36,"Frantic Aspic / ω-3",184320,True,False,"鲑鱼跑","c92ab084-9244-4f46-81cf-d4701001fb13","https://image-assets.m.nintendo.com/a02b5b2d-8a63-4332-9374-34b1971d3194"
37,"You Got Them! (Salmon Run) / 熊先生商会",9824,False,False,"鲑鱼跑","03cf6599-6a28-4780-9055-93cf1688f467","https://image-assets.m.nintendo.com/7e0d4ec8-fdcf-4f18-8a8b-540c3460eea9"
38,"They Got You! (Salmon Run) / 熊先生商会",7016,False,False,"鲑鱼跑","a70f08fc-7096-4af8-80d1-f35f84dfdac1","https://image-assets.m.nintendo.com/21e14d54-a08c-4156-8973-32dc86a545f6"
39,"Ever Further / 熊先生商会",82853,True,False,"鲑鱼跑/熊先生商会","1579cf03-6989-404b-b953-5f8359843bd6","https://image-assets.m.nintendo.com/a726eb8b-c298-49b8-8483-19d6fa62fb7c"
40,"Inkopolis News / 腕儿姐妹",82935,False,False,"祭典/尚兴广场","7edc160a-0235-44f2-b7a6-6c3aa1a6cbe4","https://image-assets.m.nintendo.com/5142d843-4cd6-482c-a446-f36d96217cc3"
41,"Splatfest Theme Drop / 腕儿姐妹",5923,False,False,"祭典","c9321c13-e718-4960-a9e2-31cd641c3149","https://image-assets.m.nintendo.com/6cce7139-9855-4afb-be86-914acb6d2a56"
42,"Color Pulse / 腕儿姐妹",208567,True,True,"祭典/腕儿姐妹","5be9f101-22e9-4e21-95c3-a0653c817b69","https://image-assets.m.nintendo.com/d3d4adcb-a4d7-47f0-8110-08ed3dae29c3"
43,"Commence the Fest / 腕儿姐妹",21264,False,False,"祭典/腕儿姐妹","8de28189-ffef-4e09-a20a-373f57048a8b","https://image-assets.m.nintendo.com/c8695be0-05a9-4345-b18f-105e9c7c4a37"
44,"Ebb & Flow / 腕儿姐妹",192513,True,True,"祭典/腕儿姐妹","6a062561-a15f-4a74-8643-cdaa3c75b855","https://image-assets.m.nintendo.com/51ee4ff1-36d7-41ff-97bd-15451c91d752"
45,"Acid Hues / 腕儿姐妹",217899,True,True,"祭典/腕儿姐妹","51c00918-5d8c-454c-8c28-03b918147c52","https://image-assets.m.nintendo.com/04c384b8-e2af-4d0d-8011-38853df8b877"
46,"Muck Warfare / 腕儿姐妹",217510,True,True,"祭典/腕儿姐妹","b068ed18-5fdb-40ac-9da4-fa16fc01ff96","https://image-assets.m.nintendo.com/2af64d18-ae24-4552-840f-bd91f65ab216"
47,"Now or Never! / 腕儿姐妹",66439,False,True,"祭典/腕儿姐妹","3f426405-7bf7-490b-8158-565b323fa901","https://image-assets.m.nintendo.com/052b5fb2-c025-44bd-a2a4-bccc873461f1"
48,"You Got Them! (Splatfest) / 腕儿姐妹",4945,False,False,"祭典","3a03cc9c-b850-46c4-aead-f23e63de6e33","https://image-assets.m.nintendo.com/032110e2-9ec2-41a3-a177-f50047fb2680"
49,"Fest Zest / 腕儿姐妹",124687,True,False,"祭典/腕儿姐妹","ede91b4d-35e6-464a-b73a-75f3502125b7","https://image-assets.m.nintendo.com/39ad1f4a-9e10-4b92-b534-72e8cb98595c"
50,"They Got You! (Splatfest) / 腕儿姐妹",6747,False,False,"祭典","c1894b68-d94f-41a7-9d11-cda893420ad0","https://image-assets.m.nintendo.com/a5d00bbd-eaba-4e24-b784-003d3f0f85e1"
51,"Party's Over / 腕儿姐妹",110203,True,False,"祭典/腕儿姐妹","43ccff2b-02da-4c9a-984f-3d4d2986504a","https://image-assets.m.nintendo.com/31eaf793-276f-4cbe-81b0-954bfa899710"
52,"Splatfest Results Drop / 腕儿姐妹",4913,False,False,"祭典","f606aaeb-bb95-478f-9dee-6e290b71c760","https://image-assets.m.nintendo.com/d2230112-d5dc-411b-a90d-e1003eb83e79"
53,"Got It!",3640,False,False,"祭典","e175823c-f72c-4de9-9320-86999145b3be","https://image-assets.m.nintendo.com/1567e3d7-981c-4056-a0e8-4fe5c5b5c336"
54,"Low Tide",105710,True,False,"英雄模式","df153a2b-0567-40e0-9d21-227938ade1b7","https://image-assets.m.nintendo.com/bfab4c4d-ee0c-45aa-a986-d074d2385e68"
55,"Octo Canyon / OCTOTOOL",212305,True,True,"OCTOTOOL/英雄模式","01a46ce6-aaf3-4d64-93d3-78eec42360c1","https://image-assets.m.nintendo.com/563b93c6-df12-4cd5-967c-d19356bdeb18"
56,"Octo Eight-Step / OCTOTOOL",187877,True,True,"OCTOTOOL/英雄模式","9c94e8de-c131-4b68-94e8-6e64127de0f8","https://image-assets.m.nintendo.com/9a6e57de-d4bb-45c5-810d-c8ee368c439e"
57,"The Girl from Inkopolis / OCTOTOOL",168324,True,False,"OCTOTOOL/英雄模式","88ebd631-b807-4828-b4a2-340f0ff604b4","https://image-assets.m.nintendo.com/0caf619a-a114-4658-b3ed-61f9df0a6889"
58,"Buoyant Boogie / OCTOTOOL",155917,True,False,"OCTOTOOL/英雄模式","098fe9af-aa69-40b7-be76-1420a36b4a48","https://image-assets.m.nintendo.com/66120c52-1151-49c5-a8e2-f1dfb8df905f"
59,"Shooting Starfish / OCTOTOOL",168512,True,False,"OCTOTOOL/英雄模式","f84aaa6d-8c4d-486d-8fe9-0b48918c44f9","https://image-assets.m.nintendo.com/e4b9c699-ef38-4441-92d8-2bc75fa0e9d3"
60,"Tentacular Circus / OCTOTOOL",124047,True,False,"OCTOTOOL/英雄模式","6ea4484a-ec7d-4fdb-93e2-02f844f68acf","https://image-assets.m.nintendo.com/bf802017-93cc-4e79-9e93-57b0275da3f8"
61,"Cephaloparade / OCTOTOOL",188924,True,False,"OCTOTOOL/英雄模式","2012f5c5-81d9-499b-be3a-77fbb3ba38ea","https://image-assets.m.nintendo.com/071a7671-36cb-426f-9c95-b87e9094881e"
62,"Octoling Rendezvous / OCTOTOOL",116287,True,True,"英雄模式","2f9f6c27-2872-4fc0-a59d-b4c8b5cde792","https://image-assets.m.nintendo.com/3947b012-c2f6-4452-9b8d-8b74e0eb8f5a"
63,"Boss Entrance / OCTOTOOL",20777,False,False,"英雄模式","64092b84-474a-4474-ba45-e461a34e63d0","https://image-assets.m.nintendo.com/68fc199a-4b85-4aa1-a8ed-36affdcf90a0"
64,"Octarmaments / OCTOTOOL",244099,True,True,"OCTOTOOL/英雄模式","286ffe08-61c7-4cd5-9fc8-396c79f162b6","https://image-assets.m.nintendo.com/fe6be25c-ec1f-444c-be39-c385cf352d5b"
65,"Story Mode: Onward! / OCTOTOOL",6700,False,False,"英雄模式","48fe4fda-1158-4fa4-a8a4-c17cece7838e","https://image-assets.m.nintendo.com/0f78ac64-7c40-489c-8977-1b5e418f4b70"
66,"R.I.P. (Story Mode) / OCTOTOOL",6106,False,False,"英雄模式","866c48c1-f96c-46ec-9880-48d975e72922","https://image-assets.m.nintendo.com/3925213b-b23e-4552-9e3c-718e8c1d774a"
67,"Bomb Rush Blush / DJ芥末章鱼将军 feat. 小拟",114329,False,True,"英雄模式/DJ芥末章鱼将军","211897e3-09c9-4b70-aa5c-02743086091a","https://image-assets.m.nintendo.com/581cac23-339f-43a7-a024-a88b1723d7c9"
68,"Tidal Rush / DJ芥末章鱼将军 feat. 小拟 vs 小萤",234858,True,True,"英雄模式/DJ芥末章鱼将军","a5b08ecd-701b-4a93-ae3a-b02e49f56b08","https://image-assets.m.nintendo.com/7ee37c03-4cfa-41ec-a7bd-13e89134b835"
69,"Spicy Calamari Inkantation / 麻辣鱿物",257766,True,True,"麻辣鱿物/英雄模式","45e811b2-73ca-4efa-8936-d35f4c1b4fbe","https://image-assets.m.nintendo.com/2a277e21-dabf-4115-9086-33de05fc19b2"
70,"Fresh Start / 麻辣鱿物",241697,False,True,"麻辣鱿物/英雄模式","651448da-5d07-458c-9325-68f73eecda7a","https://image-assets.m.nintendo.com/94bf1839-5aba-401c-9f2f-87a1a523b67b"
71,"Octroduction",19552,False,False,"Octo Expansion","c057ba28-ec0d-47db-b50e-c4a610f5c5e9","https://image-assets.m.nintendo.com/e82b107e-180c-4055-8b6b-165e0278ec85"
72,"Cap'n Cuttlefish's Theme (Octo) / Character Creation",163234,False,False,"Octo Expansion","9eb328b8-1353-45fd-97ef-155115a2ab0f","https://image-assets.m.nintendo.com/7c3ab232-e8a7-4cf0-aa41-545b4fbfefec"
73,"#5 thirsty / Dedf1sh",135196,True,False,"Octo Expansion/Dedf1sh","50709dda-685a-4ac1-abba-d81e27a70954","https://image-assets.m.nintendo.com/caa42d2a-0b93-453e-8c3e-33cd609cfa85"
74,"Deepsea Metro Central Station",134600,True,False,"Octo Expansion","c0df8424-cd27-48b4-8634-a1157bd44973","https://image-assets.m.nintendo.com/78b15914-153e-45f7-b35d-9a9fcf9fd1b0"
75,"Telephone's Theme",144492,True,False,"Octo Expansion","e76d6f45-20a6-42ae-8594-d26553940550","https://image-assets.m.nintendo.com/a2f0249a-cf0e-44a9-a708-192d6efaa792"
76,"Inside Deepsea Metro",264742,False,False,"Octo Expansion","f80bfb5f-1d37-4af4-8399-70a0e1236c13","https://image-assets.m.nintendo.com/c3b87b37-6151-41ad-bb86-53e7197e3f25"
77,"#0 shell / Dedf1sh",82656,False,False,"Octo Expansion/Dedf1sh","3ffc63fc-ef0f-4256-89a3-334ec9b7d124","https://image-assets.m.nintendo.com/f6e02451-6cc7-44d8-8239-f27282fa8d40"
78,"#1 progress / Dedf1sh",156247,True,False,"Octo Expansion/Dedf1sh","13cc950f-d2db-4228-a919-2e8e915d18a8","https://image-assets.m.nintendo.com/5da04859-da8a-4e19-8df1-934eca735e87"
79,"#6 frisk / Dedf1sh",113435,True,False,"Octo Expansion/Dedf1sh","bdfe83e7-cec8-4f96-b3e6-f843c7ca8695","https://image-assets.m.nintendo.com/38cab171-3de6-42d7-abc8-ff5b3315fe6e"
80,"#4 dunno / Dedf1sh",111546,True,False,"Octo Expansion/Dedf1sh","c413ac26-2227-4607-be32-11765f7fe477","https://image-assets.m.nintendo.com/6a49f805-eb3f-44c2-8a5c-20818f2de4c1"
81,"#2 ripped / Dedf1sh",123803,True,False,"Octo Expansion/Dedf1sh","a6e38e91-9a4f-4340-9ae7-ce95d8403bcb","https://image-assets.m.nintendo.com/e93c18cc-0d4e-448c-bca6-42fe2b1d7e35"
82,"#9 party / Dedf1sh",91111,True,False,"Octo Expansion/Dedf1sh","2ad1f59c-72d9-44e1-a895-a389c0ab7e30","https://image-assets.m.nintendo.com/a0d43d38-46b7-4972-9596-ee947298bd1d"
83,"#8 regret / Dedf1sh",130342,True,False,"Octo Expansion/Dedf1sh","c3bfd116-781c-4640-834e-ff68466572a6","https://image-assets.m.nintendo.com/31a1e508-3e31-44ca-9ad2-41f472aad5f2"
84,"#14 crush / Dedf1sh",161798,True,False,"Octo Expansion/Dedf1sh","91f841dc-d4b2-49f6-b998-559eb18cc0d3","https://image-assets.m.nintendo.com/22560a62-54c1-4610-bdf8-ca6c0a50791d"
85,"#13 shade / Dedf1sh",115590,True,False,"Octo Expansion/Dedf1sh","c2d72de1-aa6c-4054-a05c-d5d69f16fcf3","https://image-assets.m.nintendo.com/003bacdd-ea36-43a9-b54b-d0ec4529e48a"
86,"#16 salty / Dedf1sh",98855,True,False,"Octo Expansion/Dedf1sh","5fefcb02-b984-475d-bfda-3583e9885b34","https://image-assets.m.nintendo.com/dd70d56c-1132-4850-b3bf-02c7d878da85"
87,"#12 awake / Dedf1sh",148000,True,False,"Octo Expansion/Dedf1sh","2a808d2b-3744-4593-8d36-8010874941ea","https://image-assets.m.nintendo.com/43659f48-6563-4494-b21e-64c98ef1ee7f"
88,"#11 above / Dedf1sh",127366,True,False,"Octo Expansion/Dedf1sh","1bf8d3cf-86d1-4443-9451-71013cfaa044","https://image-assets.m.nintendo.com/0c56030c-c7f8-4c21-841b-a2866690a355"
89,"TEST PASSED!",10604,False,False,"Octo Expansion","d018ba7a-0ebe-4ad8-ad9b-796ec3db7ea6","https://image-assets.m.nintendo.com/2eb05302-45d6-48be-85a9-4420204ec509"
90,"#19 bless / Dedf1sh",91177,True,False,"Octo Expansion/Dedf1sh","bcc4d411-9c96-465a-9cce-a223d3ecc0ce","https://image-assets.m.nintendo.com/6d7b709a-37e5-4b03-900c-ef732e095fdc"
91,"Got That Thang!",11307,False,False,"Octo Expansion","a6434859-eff4-4e7e-bfd8-9cb58d251455","https://image-assets.m.nintendo.com/f8da1561-765d-4338-a502-e1250e387e22"
92,"All the Thangs",48444,False,False,"Octo Expansion","6cd6a158-1b60-45ad-9990-80a63119e3f8","https://image-assets.m.nintendo.com/64fcb994-6eab-4dd0-8829-c723e473c3d2"
93,"Nasty Majesty / 腕儿姐妹",351814,True,False,"Octo Expansion/腕儿姐妹","e0324a6b-2d39-4aba-ac4d-84f4c26a863a","https://image-assets.m.nintendo.com/1184858d-f754-4114-b94a-54e52d15f61e"
94,"Shark Bytes / 腕儿姐妹",221637,True,False,"Octo Expansion/腕儿姐妹","9b8b421f-7ebb-4539-a5ac-f4e83a95f0dd","https://image-assets.m.nintendo.com/7f07ea55-c94b-4f63-a924-978f29b4c536"
95,"Splattack! (Octo) / Dedf1sh",217611,True,False,"Octo Expansion/Dedf1sh","1d0e00a5-1bb8-431f-b282-f23b2587b3b1","https://image-assets.m.nintendo.com/984a2c86-5747-409c-a24f-86bbdff4b19b"
96,"Reaching the Surface",40558,False,False,"Octo Expansion","6dc99af8-b770-4a18-987f-c6f0d6919e5f","https://image-assets.m.nintendo.com/faa6ac03-464f-4d20-95fc-ffc7367f3838"
97,"Commander Tartar's Actual Theme",38000,False,False,"Octo Expansion","db34dfec-9e8c-4a5f-bfc5-edae214c1bb2","https://image-assets.m.nintendo.com/58a05d80-aad0-4d8d-bcf5-49c1e738e350"
98,"The Plan",93611,False,False,"Octo Expansion","318b9aea-ed09-477b-a246-5add5a8f14fc","https://image-assets.m.nintendo.com/e471b16a-ac73-4e6b-8343-e7e379a2f029"
99,"Here Comes Ultimate Doom / 腕儿姐妹",32876,False,False,"Octo Expansion/腕儿姐妹","13affccf-a723-4145-92cb-66469735d765","https://image-assets.m.nintendo.com/9c4a1df7-e9a2-4453-8220-e172fc53e8d0"
100,"Fly Octo Fly - Ebb & Flow (Octo) / 腕儿姐妹",185702,False,False,"Octo Expansion/腕儿姐妹","bf55d2f6-70d9-4ece-b877-9647aaa33232","https://image-assets.m.nintendo.com/72ebdfe1-aed2-49d5-9331-05a75a19124c"
101,"It's Over",58494,False,False,"Octo Expansion","5a648cf4-ef6b-4b79-a45c-afa2c9f6ccbb","https://image-assets.m.nintendo.com/74a445ae-5140-4456-9b79-1cee4f8de9b2"
102,"Mic Drop",20469,False,False,"Octo Expansion","ef9e0ee3-2d9f-45e5-beff-237d2749004f","https://image-assets.m.nintendo.com/04d8a0fc-56e7-403b-a5ca-6d3388d40874"
103,"Into the Light / 腕儿姐妹",234349,False,False,"Octo Expansion/腕儿姐妹","fdeb318b-05ce-4b4a-8a0f-6c9f3e379e00","https://image-assets.m.nintendo.com/f0056a1f-2c70-46c6-9a31-7ff9904332a5"
104,"#$@%* Dudes Be #$@%* Sleepin' (Live) / 小姬",40058,False,False,"Octo Expansion","ecb3885d-2072-4b5d-be0a-2a86f0241906","https://image-assets.m.nintendo.com/d8d3e4d0-4957-45cc-9cb0-6164dfac1594"
105,"Ebb&FlowDemo.frsh (Sketch) / 饭田",41889,False,False,"Octo Expansion","985f4a88-29b6-4815-83e7-ecabc7ec1a50","https://image-assets.m.nintendo.com/f52d0c34-7464-4057-98af-8cdc1d3da71c"
